nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
10,I0418_I0419,,Active,,Less than 50 pct obligated,234.62669239,VCP,,SID 432,,1963,,City of Bozeman,2490,
10,I0416_I0418,,Active,,Less than 50 pct obligated,163.99978856,VCP,,SID 432,,1963,,City of Bozeman,2491,
10,I0415_I0416,,Active,,Less than 50 pct obligated,401.76914102,VCP,,SID 432,,1963,,City of Bozeman,2492,
10,I0410_I0411,,Active,,Less than 50 pct obligated,271.95232003,VCP,,SID 432,,1963,,City of Bozeman,2493,
8,I0414_I0415,,Active,,Less than 50 pct obligated,199.58177535,VCP,,West Park Manor Blk7 & 8 Sanitary Sewer,,1992,,City of Bozeman,2494,
8,I0413_I0414,,Active,,Less than 50 pct obligated,199.19275895,VCP,,West Park Manor Blk7 & 8 Sanitary Sewer,,1992,,City of Bozeman,2495,
8,I0417_I0418,,Active,,Less than 50 pct obligated,401.93546614,VCP,,SID 432,,1963,,City of Bozeman,2496,
8,I0457_I0458,,Active,,Less than 50 pct obligated,399.70638038,PVC,,West Park Manor,,1992,,City of Bozeman,2497,
8,I0456_I0457,,Active,,Less than 50 pct obligated,397.76290272,PVC,,West Park Manor 4,,1992,,City of Bozeman,2498,
8,I0445_I0446,,Active,,Less than 50 pct obligated,226.47097085,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2499,
8,I0444_I0445,,Active,,Less than 50 pct obligated,346.34888956,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2500,
8,I0443_I0444,,Active,,Less than 50 pct obligated,139.46546754,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2501,
8,I0442_I0443,,Active,,Less than 50 pct obligated,206.15755502,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2502,
8,I0455_I0445,,Active,,Less than 50 pct obligated,234.80812286,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2503,
8,I0454_I0455,,Active,,Less than 50 pct obligated,214.97516374,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2504,
8,I0453_I0454,,Active,,Less than 50 pct obligated,182.32702687,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2505,
8,I0452_I0453,,Active,,Less than 50 pct obligated,398.21608634,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2506,
8,I0449_I0450,,Active,,Less than 50 pct obligated,251.71212671,PVC,,Willowbrook Condominiums Water/Sewer,,1996,,City of Bozeman,2507,
10,I0440_I0441,,Active,,Less than 50 pct obligated,371.72200384,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2508,
10,I0439_I0440,,Active,,Less than 50 pct obligated,264.66295541,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2509,
10,I0438_I0439,,Active,,Less than 50 pct obligated,331.17225331,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2510,
10,I0437_I0438,,Active,,Less than 50 pct obligated,212.84169511,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2511,
8,I0436_I0437,,Active,,Less than 50 pct obligated,184.76601066,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2512,
8,I0435_I0436,,Active,,Less than 50 pct obligated,174.02179564,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2513,
8,I0434_I0435,,Active,,Less than 50 pct obligated,178.80190783,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2514,
8,I0433_I0434,,Active,,Less than 50 pct obligated,239.88780965,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2515,
8,I0432_I0433,,Active,,Less than 50 pct obligated,193.18748278,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2516,
8,I0431_I0432,,Active,,Less than 50 pct obligated,283.41868447,PVC,,West Babcock Subdivision,,1995,,City of Bozeman,2517,
8,I0427_I0428,,Active,,Less than 50 pct obligated,238.78099523,PVC,,Brookside Subdivision,,2002,,City of Bozeman,2518,
8,I0426_I0427,,Active,,Less than 50 pct obligated,124.62344803,PVC,,Brookside Subdivision,,2002,,City of Bozeman,2519,
8,I0425_I0426,,Active,,Less than 50 pct obligated,391.93289553,PVC,,Brookside Subdivision,,2002,,City of Bozeman,2520,
8,I0557_I0410,,Active,,Less than 50 pct obligated,399.22427965,VCP,,SID 432,,1963,,City of Bozeman,2521,
8,I0556_I0557,,Active,,Less than 50 pct obligated,401.17859074,VCP,,SID 432,,1963,,City of Bozeman,2522,
8,I0555_I0556,,Active,,Less than 50 pct obligated,350.3084464,VCP,,SID 432,,1963,,City of Bozeman,2523,
8,I0551_I0552,,Active,,Less than 50 pct obligated,272.64625589,VCP,,SID 432,,1963,,City of Bozeman,2524,
8,I0550_I0551,,Active,,Less than 50 pct obligated,156.06510312,VCP,,SID 432,,1963,,City of Bozeman,2525,
8,I0549_I0550,,Active,,Less than 50 pct obligated,399.67704723,VCP,,SID 432,,1963,,City of Bozeman,2526,
8,I0554_I0555,,Active,,Less than 50 pct obligated,199.41524445,VCP,,SID 432,,1963,,City of Bozeman,2527,
8,I0548_I0409,,Active,,Less than 50 pct obligated,406.22656787,VCP,,SID 456,,1965,,City of Bozeman,2528,
8,I0547_I0548,,Active,,Less than 50 pct obligated,395.17893212,VCP,,SID 456,,1965,,City of Bozeman,2529,
8,I0546_I0547,,Active,,Less than 50 pct obligated,344.65914703,VCP,,SID 456,,1965,,City of Bozeman,2530,
8,I0545_I0546,,Active,,Less than 50 pct obligated,313.07012745,VCP,,SID 456,,1965,,City of Bozeman,2531,
8,I0544_I0545,,Active,,Less than 50 pct obligated,298.92348776,VCP,,SID 456,,1965,,City of Bozeman,2532,
8,I0536_I0537,,Active,,Less than 50 pct obligated,221.5789883,PVC,,SID 629,,1980,,City of Bozeman,2533,
8,I0534_I0536,,Active,,Less than 50 pct obligated,237.77317552,PVC,,SID 629,,1980,,City of Bozeman,2534,
8,I0535_I0536,,Active,,Less than 50 pct obligated,287.19842688,PVC,,SID 629,,1980,,City of Bozeman,2535,
8,I0533_I0534,,Active,,Less than 50 pct obligated,315.65227509,PVC,,SID 629,,1980,,City of Bozeman,2536,
8,I0531_I0532,,Active,,Less than 50 pct obligated,166.80978027,PVC,,Southbrook,,1980,,City of Bozeman,2537,
8,I0530_I0531,,Active,,Less than 50 pct obligated,214.86536481,PVC,,Southbrook,,1980,,City of Bozeman,2538,
8,I0529_I0408,,Active,,Less than 50 pct obligated,160.81756499,VCP,,SID 474,,1966,,City of Bozeman,2539,
8,I0528_I0529,,Active,,Less than 50 pct obligated,387.78237287,VCP,,SID 474,,1966,,City of Bozeman,2540,
8,I0527_I0528,,Active,,Less than 50 pct obligated,375.96759551,VCP,,SID 474,,1966,,City of Bozeman,2541,
8,I0524_I0525,,Active,,Less than 50 pct obligated,278.33746942,VCP,,SID 474,,1966,,City of Bozeman,2542,
8,I0520_I0521,,Active,,Less than 50 pct obligated,346.91583147,PVC,,Wagon Wheel Park,Private,1989,,Private,2543,
8,I0519_I0520,,Active,,Less than 50 pct obligated,411.03736972,CI,,Wagon Wheel Park,Private,1989,,Private,2544,
8,I0518_I0519,,Active,,Less than 50 pct obligated,368.59159507,PVC,,Wagon Wheel Park,Private,1989,,Private,2545,
8,I0565_I0521,,Active,,Less than 50 pct obligated,142.71304461,PVC,,College Mobile Home Court,Private,1974,,Private,2546,
8,I0568_I0565,,Active,,Less than 50 pct obligated,192.43606063,PVC,,College Mobile Home Court,Private,1974,,Private,2547,
6,I0566_I0565,"6"" or smaller main",Active,,Greater than 75 pct obligated,344.46440532,PVC,,College Mobile Home Court,Private,1974,,Private,2548,
8,I0569_I0568,,Active,,Less than 50 pct obligated,391.75160167,PVC,,College Mobile Home Court,Private,1974,,Private,2549,
6,I0567_I0566,"6"" or smaller main",Active,,Greater than 75 pct obligated,365.41369965,PVC,,College Mobile Home Court,Private,1974,,Private,2550,
6,I0570_I0569,"6"" or smaller main",Active,,Greater than 75 pct obligated,391.0970625,PVC,,College Mobile Home Court,Private,1974,,Private,2551,
8,I0517_I0528,,Active,,Less than 50 pct obligated,190.9724865,PVC,,SID 634,,1980,,City of Bozeman,2552,
8,I0516_I0517,,Active,,Less than 50 pct obligated,193.38581177,PVC,,SID 634 & 635,,1980,,City of Bozeman,2553,
8,I0515_I0516,,Active,,Less than 50 pct obligated,251.1362505,PVC,,SID 634 & 635,,1980,,City of Bozeman,2554,
8,I0514_I0515,,Active,,Less than 50 pct obligated,349.93532292,PVC,,SID 634 & 635,,1980,,City of Bozeman,2555,
8,I0513_I0514,,Active,,Less than 50 pct obligated,339.76909774,PVC,,SID 634 & 635,,1980,,City of Bozeman,2556,
8,I0512_I0513,,Active,,Less than 50 pct obligated,342.09169034,PVC,,SID 635,,1980,,City of Bozeman,2557,
8,I0571_I0512,,Active,,Less than 50 pct obligated,238.47885425,PVC,,Private Sewer,,UNK,,City of Bozeman,2558,
8,I0511_I0513,,Active,,Less than 50 pct obligated,117.57302794,PVC,,Professional Drive Improvements,,1981,,City of Bozeman,2559,
8,I0510_I0511,,Active,,Less than 50 pct obligated,445.7346795,PVC,,Professional Drive Improvements,,1981,,City of Bozeman,2560,
8,I0503_I0504,,Active,,Less than 50 pct obligated,222.87428163,PVC,,Volz-Wallin,,1985,,City of Bozeman,2561,
8,I0505_I0506,,Active,,Less than 50 pct obligated,266.38377417,PVC,,Volz-Wallin,,1985,,City of Bozeman,2562,
8,I0505A_I0505,,Active,,Less than 50 pct obligated,215.32185598,PVC,,Volz-Wallin,,1985,,City of Bozeman,2563,
8,J0412_J0413,,Active,,Less than 50 pct obligated,252.7917967,PVC,,Lachenmaier,,UNK,,City of Bozeman,2564,
8,J0438_J0439,,Active,,Less than 50 pct obligated,302.40604431,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2565,
8,J0435_J0436,,Active,,Less than 50 pct obligated,229.85953013,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2566,
8,J0431_J0435,,Active,,Less than 50 pct obligated,185.85478769,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2567,
8,J0430_J0431,,Active,,Less than 50 pct obligated,62.28107095,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2568,
8,J0429_J0430,,Active,,Less than 50 pct obligated,158.02799918,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2569,
8,J0434_J0435,,Active,,Less than 50 pct obligated,201.16401999,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2570,
8,J0433_J0434,,Active,,Less than 50 pct obligated,65.69674691,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2571,
8,J0432_J0433,,Active,,Less than 50 pct obligated,146.2793638,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2572,
8,J0437_J0436,,Active,,Less than 50 pct obligated,268.21887521,PVC,,Greenway Subdivision,,1995,,City of Bozeman,2573,
12,J0409_J0428,,Active,,Less than 50 pct obligated,150.18912845,PVC,,Main Mall,,1994,,City of Bozeman,2574,
12,J0426_J0409,,Active,,Less than 50 pct obligated,147.65957223,PVC,,Main Mall,,1994,,City of Bozeman,2575,
12,J0408_J0426,,Active,,Less than 50 pct obligated,182.23673281,PVC,,Main Mall,,1994,,City of Bozeman,2576,
12,J0407_J0424,,Active,,Less than 50 pct obligated,247.09668577,PVC,,Main Mall,,1994,,City of Bozeman,2577,
12,J0406_J0407,,Active,,Less than 50 pct obligated,343.87129312,PVC,,Main Mall,,1994,,City of Bozeman,2578,
12,J0405_J0406,,Active,,Less than 50 pct obligated,266.25482457,PVC,,Main Mall,,1994,,City of Bozeman,2579,
12,J0422_J0466,,Active,,Less than 50 pct obligated,220.61554263,PVC,,Main Mall,,1994,,City of Bozeman,2580,
12,J0403_J0404,,Active,,Less than 50 pct obligated,403.29121051,PVC,,Main Mall,,1994,,City of Bozeman,2581,
8,J0464_J0422,,Active,,Less than 50 pct obligated,233.5309518,PVC,,Westgate,,1993,,City of Bozeman,2582,
8,J0462_J0463,,Active,,Less than 50 pct obligated,157.04933843,PVC,,Glenwood Meadows Subdivision,,1998,,City of Bozeman,2583,
8,J0461_J0462,,Active,,Less than 50 pct obligated,237.3798711,PVC,,Glenwood Meadows Subdivision,,1998,,City of Bozeman,2584,
8,J0457_J0458,,Active,,Less than 50 pct obligated,382.4298626,PVC,,Glenwood Meadows Subdivision,,1998,,City of Bozeman,2585,
8,J0443_J0462,,Active,,Less than 50 pct obligated,209.97399428,PVC,,Glenwood Meadows Subdivision,,1998,,City of Bozeman,2586,
8,J0442_J0443,,Active,,Less than 50 pct obligated,404.08866776,PVC,,Yellowstone Mobile Home Park Subdivision,,1998,,City of Bozeman,2587,
8,J0441_J0442,,Active,,Less than 50 pct obligated,397.26716846,PVC,,Yellowstone Mobile Home Park Subdivision,,1998,,City of Bozeman,2588,
8,J0440_J0441,,Active,,Less than 50 pct obligated,399.86625121,PVC,,Yellowstone Mobile Home Park Subdivision,,1998,,City of Bozeman,2589,
8,J0421_J0420,,Active,,Less than 50 pct obligated,402.19351462,PVC,,Willow,,1995,,City of Bozeman,2590,
8,J0452_J0447,,Active,,Less than 50 pct obligated,324.92186104,PVC,,North Meadows,,1997,,City of Bozeman,2591,
8,STUBS_J0452,,Active,,Less than 50 pct obligated,37.93315751,PVC,,North Meadows,,1997,,City of Bozeman,2592,
8,J0455_J0452,,Active,,Less than 50 pct obligated,151.14740877,PVC,,North Meadows,,1997,,City of Bozeman,2593,
8,J0456_J0455,,Active,,Less than 50 pct obligated,431.20145932,PVC,,Morgan Creek,,1998,,City of Bozeman,2594,
10,J0535_J0536,,Active,,Less than 50 pct obligated,277.53111906,PVC,,Babcock Meadows,,2005,,City of Bozeman,2595,
10,J0548_J0535,,Active,,Less than 50 pct obligated,198.7321506,PVC,,Babcock Meadows,,2005,,City of Bozeman,2596,
8,J0553_J0554,,Active,,Less than 50 pct obligated,238.43716653,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2597,
8,J0552_J0553,,Active,,Less than 50 pct obligated,237.79202457,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2598,
8,J0551_J0552,,Active,,Less than 50 pct obligated,210.73494093,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2599,
8,J0550_J0551,,Active,,Less than 50 pct obligated,266.6357971,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2600,
8,J0559_J0560,,Active,,Less than 50 pct obligated,211.19015526,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2601,
8,J0562_J0563,,Active,,Less than 50 pct obligated,300.36427452,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2602,
8,J0564_J0565,,Active,,Less than 50 pct obligated,299.13424831,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,2603,
12,J0512_J0513,,Active,,Less than 50 pct obligated,329.42789336,PVC,,Main Mall,,1977,,City of Bozeman,2604,
12,J0511_J0512,,Active,,Less than 50 pct obligated,329.54750176,PVC,,Main Mall,,1977,,City of Bozeman,2605,
12,J0510_J0511,,Active,,Less than 50 pct obligated,345.05427575,PVC,,Main Mall,,1977,,City of Bozeman,2606,
12,J0509_J0510,,Active,,Less than 50 pct obligated,182.86366243,PVC,,Main Mall,,1977,,City of Bozeman,2607,
12,J0507_J0509,,Active,,Less than 50 pct obligated,296.43972597,PVC,,Main Mall,,1977,,City of Bozeman,2608,
12,J0506_J0507,,Active,,Less than 50 pct obligated,330.55767064,PVC,,Main Mall,,1977,,City of Bozeman,2609,
12,J0505_J0506,,Active,,Less than 50 pct obligated,241.5873869,PVC,,Main Mall,,1977,,City of Bozeman,2610,
10,J0523_J0506,,Active,,Less than 50 pct obligated,337.38533946,PVC,,Main Mall,,1977,,City of Bozeman,2611,
10,J0522_J0523,,Active,,Less than 50 pct obligated,275.79855567,PVC,,Main Mall,,1977,,City of Bozeman,2612,
10,J0521_J0522,,Active,,Less than 50 pct obligated,390.56316044,PVC,,1994 Main Mall W/S Improvements,,1994,,City of Bozeman,2613,
8,J0518_J0519,,Active,,Less than 50 pct obligated,136.77752468,PVC,,1994 Main Mall W/S Improvements,,1994,,City of Bozeman,2614,
8,J0504_J0505,,Active,,Less than 50 pct obligated,208.74134923,PVC,,SID 627,,1980,,City of Bozeman,2615,
12,J0503_J0505,,Active,,Less than 50 pct obligated,190.93442972,PVC,,SID 627,,1980,,City of Bozeman,2616,
8,J0502_J0503,,Active,,Less than 50 pct obligated,145.28337279,PVC,,SID 627,,1980,,City of Bozeman,2617,
12,J0501_J0503,,Active,,Less than 50 pct obligated,319.98979558,PVC,,SID 627,,1980,,City of Bozeman,2618,
8,J0543_J0544,,Active,,Less than 50 pct obligated,278.65743708,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2619,
8,J0542_J0543,,Active,,Less than 50 pct obligated,203.79914604,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2620,
8,J0541_J0542,,Active,,Less than 50 pct obligated,182.20805692,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2621,
8,J0540_J0542,,Active,,Less than 50 pct obligated,218.76808589,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2622,
8,J0538_J0540,,Active,,Less than 50 pct obligated,207.11372991,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2623,
8,J0537_J0538,,Active,,Less than 50 pct obligated,306.03723007,PVC,,Babcock Meadows Subdivision Ph 1,,1995,,City of Bozeman,2624,
18,K0456_K0456A,,Active,,Less than 50 pct obligated,210.02510849,AC,,SID 623,,1980,,City of Bozeman,2625,
18,K0455_K0456,,Active,,Less than 50 pct obligated,268.81186772,AC,,SID 623,,1980,,City of Bozeman,2626,
18,K0445_K0455,,Active,,Less than 50 pct obligated,255.28996837,AC,,SID 623,,1980,,City of Bozeman,2627,
18,K0436_K0445,,Active,,Less than 50 pct obligated,519.76856533,AC,,SID 623,,1980,,City of Bozeman,2628,
8,K0303_K0302,,Active,,Less than 50 pct obligated,247.20802462,PVC,,Diamond Estates,,2004,,City of Bozeman,2629,
8,K0446_K0447,,Active,,Less than 50 pct obligated,319.20306278,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,2630,
8,K0461_K0460,,Active,,Less than 50 pct obligated,161.07085421,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,2631,
8,K0437_K0438,,Active,,Less than 50 pct obligated,156.61634998,PVC,,Bridger Peaks,,1993,,City of Bozeman,2632,
8,K0424_K0425,,Active,,Less than 50 pct obligated,287.40555211,PVC,,Bridger Peaks Townhouses,,1993,,City of Bozeman,2633,
8,K0519_K0520,,Active,,Less than 50 pct obligated,402.42944612,PVC,,SID 623,,1980,,City of Bozeman,2634,
8,K0518_K0519,,Active,,Less than 50 pct obligated,368.55295068,PVC,,SID 623,,1980,,City of Bozeman,2635,
8,K0525_K0526,,Active,,Less than 50 pct obligated,403.13881392,PVC,,SID 623,,1980,,City of Bozeman,2636,
8,K0545_K0546,,Active,,Less than 50 pct obligated,158.79928954,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,2637,
8,K0542_K0543,,Active,,Less than 50 pct obligated,287.4956242,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,2638,
12,K0541_K0526,,Active,,Less than 50 pct obligated,299.85886659,PVC,,U.S Department Of Agriculture (USDA),,1993,,City of Bozeman,2639,
8,K0556_K0548,,Active,,Less than 50 pct obligated,317.50316454,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,2640,
8,K0555_K0556,,Active,,Less than 50 pct obligated,377.67400461,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,2641,
8,K0554_K0555,,Active,,Less than 50 pct obligated,315.03533984,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,2642,
8,K0566_K0567,,Active,,Less than 50 pct obligated,364.5928962,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,2643,
8,K0564_K0565,,Active,,Less than 50 pct obligated,365.7853818,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,2644,
8,K0561_K0562,,Active,,Less than 50 pct obligated,376.29362302,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,2645,
8,I0563_I0562,,Active,,Less than 50 pct obligated,249.2044096,PVC,,Bridger Apartments ,,2002,,City of Bozeman,2646,
8,I0412_I0413,,Active,,Less than 50 pct obligated,253.98522243,VCP,,West Park Manor Blk7 & 8 Sanitary Sewer,,1992,,City of Bozeman,2647,
8,I0507_I0508,,Active,,Less than 50 pct obligated,238.20743096,PVC,,Volz-Wallin,,1985,,City of Bozeman,2648,
8,I0543_I0544,,Active,,Less than 50 pct obligated,276.9551389,VCP,,Cowdrey Efficiency Apartments,,1982,,City of Bozeman,2649,
